3	1057
29	1754
37	1912
38	1913
51	3064
98	4440
101	4272
123	3560
125	5123
126	5133
132	5032
133	5032
156	5467
169	1000045
170	1000045
174	1000060
175	1000070
178	1000075
180	1000044
181	1000103
204	1000545
205	1000545
210	1000590
216	1000735
220	1000734
244	1000988
245	1000988
252	1001173
255	1001241
256	1001241
258	1001241
260	1001287
266	1001317
268	1001372
300	1001873
311	1002325
350	1003734
363	1004323
365	1004323
376	1004491
381	1004491
391	1003997
404	1005164
411	1005257
420	1005538
421	1005538
454	-1
492	1007260
515	1007236
526	1008133
527	1004638
528	1004638
607	1008564
609	1008564
611	1008564
619	1008564
677	5003511
681	5003513
721	5028860
722	5030852
752	5028215
753	5028175
758	5028147
769	5028144
771	5028145
784	1000083
810	5029352
821	5085207
860	5102665
888	5102665
891	1006518
943	5135812
952	5129374
959	5129374
965	5139459
966	5112244
984	5112244
989	5104807
990	5104807
1046	5116413
1081	5185704
1091	5174227
1190	5136409
1212	5249304
1213	5249304
1217	5136409
1218	5136410
1234	5318221
1272	5376009
1281	5072012
1282	5390431
1288	5136884
1297	5072012
1327	5429051
1331	5077416
1332	5077416
1365	5465519
1371	5473008
1379	5136880
1395	5475411
1399	5513905
1407	5513905
1427	5465522
1429	1007709
1488	5755603
1499	5500731
1516	5800331
1523	5828809
1566	5929727
1589	5136413
1593	1008054
1605	5703603
1631	5690704
1648	5078548
1652	5298030
1654	5298030
1665	5500767
1671	5500767
1674	5081714
1706	5500767
1714	5081714
1721	1010176
1732	6216450
1740	1010177
1741	6151072
1742	6151072
1749	6260721
1751	6282948
1755	6186258
1761	6326908
1769	6336935
1787	6189118
1793	6357809
1796	6336935
1806	6330711
1849	5335231
1862	6452317
1872	6374524
1874	5909006
1899	6357858
1901	6515402
1922	6357858
1947	6529502
1948	6529502
1950	6529502
1953	1006666
1968	6552936
1969	3560
1987	6520719
1996	6572826
1997	6572826
2009	6572872
2018	6581105
2031	6558219
2067	6683935
2069	1000083
2094	6806024
2100	5360914
2104	1008054
2105	6693023
2112	6809737
2113	6809737
2138	6583242
2146	5703608
2153	6583242
2154	6807767
2169	6815223
2173	6815223
2186	6869359
2189	6815223
2200	6861451
2209	6861448
2215	6875939
2220	6881298
2231	6861448
2255	6909822
2258	6881291
2260	6881291
2277	6919011
2311	6925788
2318	6961903
2324	6869359
2337	6969658
2338	6969663
2349	6937983
2355	6979613
2384	6906306
2391	7036665
2393	7036665
2394	7036665
2395	7036665
2412	7043120
2430	5673939
2441	5136807
2480	6429324
2505	7109540
2526	7109540
2538	6936497
2554	6936497
2556	6997762
2566	7153702
2572	1006666
2594	7111223
2600	7155223
2675	6909864
2682	5135869
2698	7310139
2702	7310132
2710	7153702
2714	7308806
2715	6937913
2717	7320215
2733	7308806
2734	8326706
2738	7310125
2742	6997762
2799	7320215
2816	8331636
2840	7320215
2843	8329532
2860	8329580
2871	7320215
2872	1002421
2896	5028123
2910	8342723
2973	8343475
2983	8336228
3027	8341406
3029	8341406
3046	8343475
3047	7320215
3059	8345539
3060	8345539
3093	8332812
3103	8347602
3104	8353109
3105	8353109
3125	8332823
3129	8332818
3130	8332818
3148	6937902
3152	6534625
3153	8347602
3154	8347602
3200	8357609
3216	8372503
3234	8373578
3284	8386263
3286	94
3287	94
3288	94
3292	8386611
3299	1011000
3314	5696708
3333	8389765
3334	8390805
3342	8389703
3350	5696708
3353	1000083
3361	8390805
3362	8390805
3373	8394024
3374	8394026
3377	8394020
3380	8396741
3397	5028123
3416	999
3423	8411119
3427	1001
3428	1001
3432	994
3433	994
3439	1007177
3473	1000083
3479	8406102
3503	8416322
3508	8416322
3509	8416322
3510	8416322
3514	5028123
3572	8416336
3574	6417835
3588	5028123
3598	8416350
3599	8426729
3607	8442744
3624	8448838
3625	8448838
3626	8448839
3680	8452969
3695	8447131
3697	5919527
3718	8447056
3727	8997138
3729	8452978
3731	6937985
3749	7111183
3761	1008132
3763	8993068
3768	8993068
3773	8991129
3775	8452917
3800	8993068
3814	8447941
3832	9008321
3842	7111183
3869	9010002
3922	6813628
3938	9023208
3973	9016646
3975	8451012
3984	9016646
3997	9035562
4002	9035599
4032	8453106
4045	9043604
4058	9043611
4060	9043616
4071	9040250
4077	9040250
4087	8355810
4096	8392618
4138	9043651
4162	8991129
4163	8991129
4190	9049657
4227	5350
4228	5350
4235	1002340
4253	1004936
4257	9054720
4308	9053276
4341	9054309
4384	9053219
4396	1001090
4420	8409702
4449	9054302
4609	9055741
4612	9055716
4646	9055999
4713	9055917
4736	9055912
4758	724
4782	3980
4795	3277
4796	3277
4833	9055980
4834	9055980
4877	9057243
4892	9057244
4896	8409702
4911	9055930
4934	9056032
4957	6457518
4967	9054852
4981	9056015
4991	1012085
4998	9055728
4999	9055728
5026	9056907
5059	9056599
5069	9056598
5070	9056598
5075	9056597
5092	9054720
5225	9056938
5249	5172724
5256	9057623
5257	9057623
5258	9057623
5271	8349904
5293	5068523
5330	9061562
5333	9063502
5334	9063502
5336	9063502
5346	9023216
5347	9023216
5373	8392618
5374	8392618
5375	6683924
5381	9029710
5390	9061543
5407	9061520
5430	6683924
5435	6921808
5436	9063581
5437	9070219
5443	6683924
5452	9071124
5459	8335117
5472	9070208
5489	9071104
5535	9057261
5561	1000193
5583	9061608
5591	1000823
5592	1000823
5612	9061583
5613	9061583
5614	9061583
5615	9061583
5616	9061583
5619	9054819
5620	9058326
5634	8335117
5635	9076213
5681	9068409
5713	9055908
5718	9084360
5720	9076279
5762	9061612
5763	9061612
5795	9062422
5823	9062428
5824	9062428
5825	9062428
5877	9087202
5879	9056012
5880	9056012
5881	9056012
5882	9055905
5909	9056036
5931	5019
5951	9087244
5958	9035562
5991	9089427
5998	9091125
6019	9091517
6023	9089406
6032	9091517
6042	9052022
6086	9097250
6100	9097300
6105	9098230
6106	9098238
6113	9094821
6114	9094814
6117	9098250
6131	9094821
6133	9098274
6134	9098274
6135	9098274
6143	9094814
6148	9099578
6153	9097303
6163	8352802
6166	9096123
6167	8997103
6177	9076279
6179	9061583
6180	9061583
6181	9061583
6236	8997103
6243	9099516
6254	8997103
6279	9103280
6304	9104348
6305	9104348
6324	9097204
6329	9107325
6331	9107332
6334	5929730
6341	9107364
6342	9107364
6343	9107363
6344	9107365
6345	9107365
6346	9107362
6357	9107331
6364	9014030
6371	1000083
6379	9108661
6381	9108661
6390	5929730
6428	8391208
6433	9112318
6473	9114226
6476	9114240
6492	9113424
6493	9113424
6494	9023210
6515	9076279
6518	9112308
6532	9118224
6535	9113424
6536	9118906
6539	9118922
6542	9047072
6546	1000083
6551	9099672
6558	9108679
6560	9115470
6564	9107339
6580	9107339
6595	9115559
6597	9107339
6604	9122224
6616	9122227
6637	9120632
6641	9122280
6646	9122310
6648	85
6684	9108679
6688	9122335
6704	5026513
6705	5026513
6706	5026513
6716	9113405
6718	9115553
6720	9124519
6721	9124519
6726	9118973
6727	9118973
6729	9118973
6732	9124103
6739	9047072
6744	9067039
6750	9115552
6777	9125251
6780	4263
6802	9125267
6818	9115553
6828	9118955
6833	9129452
6839	9115553
6846	9122264
6848	9124556
6859	9120632
6861	9124103
6873	9112368
6876	9124103
6889	5185773
6892	9118955
6894	9091511
6905	9063621
6911	1001052
6915	9133225
6916	9133214
6927	9133215
6928	9133215
6937	9133217
6938	9133229
6939	9133229
6950	1006680
6955	3479
6956	3479
6957	1001071
6969	9133254
6973	9133256
6981	6693013
6989	1556
6990	1556
7020	9118955
7023	9098241
7028	9131305
7030	9129441
7069	9061514
7076	1002908
7082	9136005
7083	9136005
7084	9136005
7090	1012085
7092	9135200
7096	9029018
7098	9118955
7099	9118955
7134	9135183
7144	9063621
7146	6951134
7148	9138603
7149	9138603
7150	9138603
7153	9138622
7154	9138622
7163	9138622
7182	9138651
7213	9115422
7214	9115422
7220	8368210
7222	9138015
7233	9135135
7234	9135181
7243	9125247
7244	9139543
7245	9111138
7261	9118955
7264	9139622
7267	1002909
7273	9125250
7274	9125250
7301	9138015
7303	9138641
7308	9139543
7314	9118955
7324	9108693
7334	9142437
7336	9147814
7343	9147803
7347	9120632
7354	9118955
7361	9147803
7372	9138015
7386	9142485
7387	9150533
7400	9150556
7402	9114252
7403	9114252
7404	9114252
7405	9114252
7408	9150608
7420	9141909
7439	9142485
7447	9147803
7449	9150677
7450	9139587
7451	9131502
7456	9113405
7457	9139518
7473	9147803
7491	9152306
7493	9150630
7495	9112368
7499	9150550
7513	6969615
7514	9157140
7516	9150630
7517	9150545
7522	9150550
7561	9157233
7568	9157131
7569	9157131
7572	9152306
7579	9159716
7584	9159716
7585	9159716
7593	9150630
7606	9157241
7611	9138641
7613	9141909
7614	9135925
7621	9163112
7627	9157115
7628	9157131
7630	9157241
7651	9164504
7653	9142445
7671	9029029
7676	9150544
7693	9165226
7695	9150619
7696	9073214
7697	9073214
7704	9166339
7709	9167104
7715	9071166
7726	9073214
7756	9166702
7764	9150545
7772	9161524
7790	1009035
7794	9115552
7795	9124519
7796	9124519
7797	9124519
7830	9135111
7832	9167263
7838	9133613
7841	9117517
7845	9135936
7851	1006298
7858	9157131
7860	9135102
7861	9167192
7862	9167192
7870	9169239
7871	9169240
7876	9073214
7891	9167262
7903	9167262
7906	9173339
7907	9173339
7919	8390803
7920	8412142
7932	9167262
7939	9161524
7954	9067039
7957	9165808
7974	9067039
7995	9156402
8012	9175212
8013	9177704
8015	9174918
8016	9120632
8017	9073225
8019	9076231
8028	9165809
8030	8451018
8040	1000650
8045	9150545
8048	9150619
8049	9063502
8052	1009035
8063	3560
8064	9150545
8069	9091540
8071	9173328
8080	9108712
8085	9166328
8086	9175216
8087	9136081
8094	9156402
8095	9067039
8098	9138641
8101	9177751
8105	5086623
8111	9167256
8112	9166328
8113	9173307
8117	9076230
8119	9076231
8121	-1
8123	9177719
8124	6494233
8126	9138641
8130	9122335
8133	9180008
8138	9180008
8142	9173328
8145	9174918
8146	9138641
8150	9135998
8155	9177708
8156	9180005
8224	6197846
8275	9036596
8581	9033317
9031	6113568
9292	6113568
9400	9097961
9533	9098439
9574	9097961
9632	9101779
9640	9101643
9675	9069658
9696	9129883
9772	9108870
10176	9073570
10233	9040897
10296	9040897
10367	9117455
10614	9124022
10616	9123528
10621	9085746
10633	9088204
10826	9069197
10937	9110598
10964	9120092
11025	9092369
11033	8987243
11044	9121115
11053	9124965
11096	9070408
11107	9135765
11121	-1
11195	9070408
11256	8371973
11276	9107563
11340	9152139
11345	9124965
11365	9154837
11448	9103172
11456	9146788
11477	9107563
11481	9070408
11509	9107563
11543	9154837
11552	9088943
11555	9101460
11583	8994153
11599	9121197
11676	9101460
11711	7154169
11741	9101685
11843	9112953
11856	9029499
11888	9053811
11909	9112953
11910	9101460
11917	9141746
11938	9131228
11986	9058045
12011	6113568
12031	9125396
12048	9157340
12088	9042850
12185	9124965
12236	9101740
12325	9164447
12424	9112953
12492	9112953
12519	9125396
12579	8423299
12606	9088271
12621	9165468
12630	9096552
12644	9129756
12781	9125515
12795	5083492
12815	9125361
12830	9112953
12899	9067968
12921	9172029
12967	9162842
13004	9158437
13044	9129621
13046	9130115
13100	8400565
13178	9124965
13200	9104635
13205	9120947
13234	9167759
13246	9124872
13366	9168053
13367	9168053
13379	9162842
13395	9159391
13411	9181080
13420	9168564
13470	9162842
13475	9112230
13477	9112230
13478	9025394
13479	9134968
13544	9159371
13570	9112230
13645	9151373
13647	9088271
13654	9019546
13669	9172017
13688	7154169
13712	9171008
13719	9162842
13727	9174592
13729	9181008
13748	9171019
13753	9149136
13758	9070408
